path,relative_path,filename,label,extension,size_bytes,width,height,channels,pil_readable,cv2_readable,brightness,contrast
C:\Users\ADVAITH G\Desktop\GAN AND VAE\DeepFakeLab\data\rvf10k\real\train_00399.jpg,real\train_00399.jpg,train_00399.jpg,real,.jpg,26260,256,256,3,True,True,99.85445404052734,52.18806457519531
C:\Users\ADVAITH G\Desktop\GAN AND VAE\DeepFakeLab\data\rvf10k\real\train_00411.jpg,real\train_00411.jpg,train_00411.jpg,real,.jpg,27220,256,256,3,True,True,140.99278259277344,53.06660461425781
C:\Users\ADVAITH G\Desktop\GAN AND VAE\DeepFakeLab\data\rvf10k\real\train_00499.jpg,real\train_00499.jpg,train_00499.jpg,real,.jpg,24105,256,256,3,True,True,92.74153137207031,47.47389602661133
C:\Users\ADVAITH G\Desktop\GAN AND VAE\DeepFakeLab\data\rvf10k\real\train_00507.jpg,real\train_00507.jpg,train_00507.jpg,real,.jpg,27622,256,256,3,True,True,121.22306060791016,50.424686431884766
C:\Users\ADVAITH G\Desktop\GAN AND VAE\DeepFakeLab\data\rvf10k\real\train_00525.jpg,real\train_00525.jpg,train_00525.jpg,real,.jpg,29179,256,256,3,True,True,85.49762725830078,45.48974609375
C:\Users\ADVAITH G\Desktop\GAN AND VAE\DeepFakeLab\data\rvf10k\real\train_00534.jpg,real\train_00534.jpg,train_00534.jpg,real,.jpg,24701,256,256,3,True,True,122.81037902832031,42.14860916137695
C:\Users\ADVAITH G\Desktop\GAN AND VAE\DeepFakeLab\data\rvf10k\real\train_00546.jpg,real\train_00546.jpg,train_00546.jpg,real,.jpg,28752,256,256,3,True,True,137.76791381835938,63.521949768066406
C:\Users\ADVAITH G\Desktop\GAN AND VAE\DeepFakeLab\data\rvf10k\real\train_00559.jpg,real\train_00559.jpg,train_00559.jpg,real,.jpg,24520,256,256,3,True,True,155.1361541748047,50.41694259643555
C:\Users\ADVAITH G\Desktop\GAN AND VAE\DeepFakeLab\data\rvf10k\real\train_00598.jpg,real\train_00598.jpg,train_00598.jpg,real,.jpg,29779,256,256,3,True,True,122.9522705078125,62.086666107177734
C:\Users\ADVAITH G\Desktop\GAN AND VAE\DeepFakeLab\data\rvf10k\real\train_00603.jpg,real\train_00603.jpg,train_00603.jpg,real,.jpg,26881,256,256,3,True,True,146.3983917236328,47.41633987426758
C:\Users\ADVAITH G\Desktop\GAN AND VAE\DeepFakeLab\data\rvf10k\real\train_00612.jpg,real\train_00612.jpg,train_00612.jpg,real,.jpg,23739,256,256,3,True,True,150.9069366455078,46.209720611572266
C:\Users\ADVAITH G\Desktop\GAN AND VAE\DeepFakeLab\data\rvf10k\real\train_00633.jpg,real\train_00633.jpg,train_00633.jpg,real,.jpg,23837,256,256,3,True,True,127.69942474365234,30.49507713317871
C:\Users\ADVAITH G\Desktop\GAN AND VAE\DeepFakeLab\data\rvf10k\real\train_00642.jpg,real\train_00642.jpg,train_00642.jpg,real,.jpg,30359,256,256,3,True,True,109.0630874633789,58.818992614746094
C:\Users\ADVAITH G\Desktop\GAN AND VAE\DeepFakeLab\data\rvf10k\real\train_00701.jpg,real\train_00701.jpg,train_00701.jpg,real,.jpg,34022,256,256,3,True,True,129.53688049316406,52.581295013427734
C:\Users\ADVAITH G\Desktop\GAN AND VAE\DeepFakeLab\data\rvf10k\real\train_00722.jpg,real\train_00722.jpg,train_00722.jpg,real,.jpg,24394,256,256,3,True,True,166.89015197753906,51.37828826904297
C:\Users\ADVAITH G\Desktop\GAN AND VAE\DeepFakeLab\data\rvf10k\real\train_00739.jpg,real\train_00739.jpg,train_00739.jpg,real,.jpg,32354,256,256,3,True,True,110.54418182373047,71.4468994140625
C:\Users\ADVAITH G\Desktop\GAN AND VAE\DeepFakeLab\data\rvf10k\real\train_00741.jpg,real\train_00741.jpg,train_00741.jpg,real,.jpg,29587,256,256,3,True,True,117.60737609863281,43.04376983642578
C:\Users\ADVAITH G\Desktop\GAN AND VAE\DeepFakeLab\data\rvf10k\real\train_00781.jpg,real\train_00781.jpg,train_00781.jpg,real,.jpg,24784,256,256,3,True,True,111.2403335571289,69.92388916015625
C:\Users\ADVAITH G\Desktop\GAN AND VAE\DeepFakeLab\data\rvf10k\real\train_00789.jpg,real\train_00789.jpg,train_00789.jpg,real,.jpg,31237,256,256,3,True,True,89.35801696777344,48.35152053833008
C:\Users\ADVAITH G\Desktop\GAN AND VAE\DeepFakeLab\data\rvf10k\real\train_00792.jpg,real\train_00792.jpg,train_00792.jpg,real,.jpg,29194,256,256,3,True,True,108.99571228027344,56.03910446166992
C:\Users\ADVAITH G\Desktop\GAN AND VAE\DeepFakeLab\data\rvf10k\real\train_00845.jpg,real\train_00845.jpg,train_00845.jpg,real,.jpg,24925,256,256,3,True,True,106.944091796875,46.087738037109375
C:\Users\ADVAITH G\Desktop\GAN AND VAE\DeepFakeLab\data\rvf10k\real\train_00851.jpg,real\train_00851.jpg,train_00851.jpg,real,.jpg,32562,256,256,3,True,True,94.77506256103516,65.46393585205078
C:\Users\ADVAITH G\Desktop\GAN AND VAE\DeepFakeLab\data\rvf10k\real\train_00866.jpg,real\train_00866.jpg,train_00866.jpg,real,.jpg,33684,256,256,3,True,True,136.25735473632812,59.61591339111328
C:\Users\ADVAITH G\Desktop\GAN AND VAE\DeepFakeLab\data\rvf10k\real\train_00899.jpg,real\train_00899.jpg,train_00899.jpg,real,.jpg,30078,256,256,3,True,True,144.7925567626953,73.84870147705078
C:\Users\ADVAITH G\Desktop\GAN AND VAE\DeepFakeLab\data\rvf10k\real\train_00935.jpg,real\train_00935.jpg,train_00935.jpg,real,.jpg,26073,256,256,3,True,True,102.023193359375,55.48200607299805
C:\Users\ADVAITH G\Desktop\GAN AND VAE\DeepFakeLab\data\rvf10k\real\train_00943.jpg,real\train_00943.jpg,train_00943.jpg,real,.jpg,32808,256,256,3,True,True,87.0786361694336,79.37924194335938
C:\Users\ADVAITH G\Desktop\GAN AND VAE\DeepFakeLab\data\rvf10k\real\train_00962.jpg,real\train_00962.jpg,train_00962.jpg,real,.jpg,27785,256,256,3,True,True,64.72691345214844,47.879005432128906
C:\Users\ADVAITH G\Desktop\GAN AND VAE\DeepFakeLab\data\rvf10k\real\train_00966.jpg,real\train_00966.jpg,train_00966.jpg,real,.jpg,34960,256,256,3,True,True,132.66444396972656,51.95735168457031
C:\Users\ADVAITH G\Desktop\GAN AND VAE\DeepFakeLab\data\rvf10k\real\train_00968.jpg,real\train_00968.jpg,train_00968.jpg,real,.jpg,26123,256,256,3,True,True,142.9666290283203,45.69673156738281
C:\Users\ADVAITH G\Desktop\GAN AND VAE\DeepFakeLab\data\rvf10k\real\train_00979.jpg,real\train_00979.jpg,train_00979.jpg,real,.jpg,30005,256,256,3,True,True,122.80022430419922,72.30886840820312
C:\Users\ADVAITH G\Desktop\GAN AND VAE\DeepFakeLab\data\rvf10k\real\train_01008.jpg,real\train_01008.jpg,train_01008.jpg,real,.jpg,34282,256,256,3,True,True,125.6239242553711,63.169857025146484
C:\Users\ADVAITH G\Desktop\GAN AND VAE\DeepFakeLab\data\rvf10k\real\train_01032.jpg,real\train_01032.jpg,train_01032.jpg,real,.jpg,31765,256,256,3,True,True,128.60118103027344,44.541934967041016
C:\Users\ADVAITH G\Desktop\GAN AND VAE\DeepFakeLab\data\rvf10k\real\train_01127.jpg,real\train_01127.jpg,train_01127.jpg,real,.jpg,26763,256,256,3,True,True,112.96656799316406,66.69143676757812
C:\Users\ADVAITH G\Desktop\GAN AND VAE\DeepFakeLab\data\rvf10k\real\train_01133.jpg,real\train_01133.jpg,train_01133.jpg,real,.jpg,23350,256,256,3,True,True,110.46378326416016,49.94455337524414
C:\Users\ADVAITH G\Desktop\GAN AND VAE\DeepFakeLab\data\rvf10k\real\train_01147.jpg,real\train_01147.jpg,train_01147.jpg,real,.jpg,25222,256,256,3,True,True,79.50179290771484,51.48405075073242
C:\Users\ADVAITH G\Desktop\GAN AND VAE\DeepFakeLab\data\rvf10k\real\train_01167.jpg,real\train_01167.jpg,train_01167.jpg,real,.jpg,30684,256,256,3,True,True,112.47816467285156,61.314823150634766
C:\Users\ADVAITH G\Desktop\GAN AND VAE\DeepFakeLab\data\rvf10k\real\train_01174.jpg,real\train_01174.jpg,train_01174.jpg,real,.jpg,27636,256,256,3,True,True,93.19807434082031,62.678977966308594
C:\Users\ADVAITH G\Desktop\GAN AND VAE\DeepFakeLab\data\rvf10k\real\train_01189.jpg,real\train_01189.jpg,train_01189.jpg,real,.jpg,29910,256,256,3,True,True,92.50009155273438,64.71360778808594
C:\Users\ADVAITH G\Desktop\GAN AND VAE\DeepFakeLab\data\rvf10k\real\train_01190.jpg,real\train_01190.jpg,train_01190.jpg,real,.jpg,31280,256,256,3,True,True,90.67385864257812,54.066673278808594
C:\Users\ADVAITH G\Desktop\GAN AND VAE\DeepFakeLab\data\rvf10k\real\train_01195.jpg,real\train_01195.jpg,train_01195.jpg,real,.jpg,30008,256,256,3,True,True,111.62406158447266,66.79175567626953
C:\Users\ADVAITH G\Desktop\GAN AND VAE\DeepFakeLab\data\rvf10k\real\train_01230.jpg,real\train_01230.jpg,train_01230.jpg,real,.jpg,26418,256,256,3,True,True,67.534423828125,54.308841705322266
C:\Users\ADVAITH G\Desktop\GAN AND VAE\DeepFakeLab\data\rvf10k\real\train_01252.jpg,real\train_01252.jpg,train_01252.jpg,real,.jpg,30682,256,256,3,True,True,142.72032165527344,62.788700103759766
C:\Users\ADVAITH G\Desktop\GAN AND VAE\DeepFakeLab\data\rvf10k\real\train_01285.jpg,real\train_01285.jpg,train_01285.jpg,real,.jpg,25246,256,256,3,True,True,118.3174057006836,61.25857162475586
C:\Users\ADVAITH G\Desktop\GAN AND VAE\DeepFakeLab\data\rvf10k\real\train_01323.jpg,real\train_01323.jpg,train_01323.jpg,real,.jpg,34556,256,256,3,True,True,104.75906372070312,46.2797737121582
C:\Users\ADVAITH G\Desktop\GAN AND VAE\DeepFakeLab\data\rvf10k\real\train_01339.jpg,real\train_01339.jpg,train_01339.jpg,real,.jpg,28718,256,256,3,True,True,123.39067077636719,52.93983840942383
C:\Users\ADVAITH G\Desktop\GAN AND VAE\DeepFakeLab\data\rvf10k\real\train_01354.jpg,real\train_01354.jpg,train_01354.jpg,real,.jpg,22768,256,256,3,True,True,173.96913146972656,58.41920852661133
C:\Users\ADVAITH G\Desktop\GAN AND VAE\DeepFakeLab\data\rvf10k\real\train_01383.jpg,real\train_01383.jpg,train_01383.jpg,real,.jpg,28091,256,256,3,True,True,114.36541748046875,39.702762603759766
C:\Users\ADVAITH G\Desktop\GAN AND VAE\DeepFakeLab\data\rvf10k\real\train_01387.jpg,real\train_01387.jpg,train_01387.jpg,real,.jpg,29646,256,256,3,True,True,85.02442932128906,63.00003433227539
C:\Users\ADVAITH G\Desktop\GAN AND VAE\DeepFakeLab\data\rvf10k\real\train_01457.jpg,real\train_01457.jpg,train_01457.jpg,real,.jpg,30152,256,256,3,True,True,127.22461700439453,43.81733322143555
C:\Users\ADVAITH G\Desktop\GAN AND VAE\DeepFakeLab\data\rvf10k\real\train_01479.jpg,real\train_01479.jpg,train_01479.jpg,real,.jpg,30287,256,256,3,True,True,115.10723876953125,47.173301696777344
C:\Users\ADVAITH G\Desktop\GAN AND VAE\DeepFakeLab\data\rvf10k\real\train_01482.jpg,real\train_01482.jpg,train_01482.jpg,real,.jpg,30473,256,256,3,True,True,132.17520141601562,59.4931640625
C:\Users\ADVAITH G\Desktop\GAN AND VAE\DeepFakeLab\data\rvf10k\real\train_01506.jpg,real\train_01506.jpg,train_01506.jpg,real,.jpg,24724,256,256,3,True,True,99.76805114746094,68.43533325195312
C:\Users\ADVAITH G\Desktop\GAN AND VAE\DeepFakeLab\data\rvf10k\real\train_01511.jpg,real\train_01511.jpg,train_01511.jpg,real,.jpg,24529,256,256,3,True,True,111.91969299316406,50.26155090332031
C:\Users\ADVAITH G\Desktop\GAN AND VAE\DeepFakeLab\data\rvf10k\real\train_01513.jpg,real\train_01513.jpg,train_01513.jpg,real,.jpg,22673,256,256,3,True,True,45.06586456298828,55.9581413269043
C:\Users\ADVAITH G\Desktop\GAN AND VAE\DeepFakeLab\data\rvf10k\real\train_01531.jpg,real\train_01531.jpg,train_01531.jpg,real,.jpg,29099,256,256,3,True,True,186.45826721191406,47.237579345703125
C:\Users\ADVAITH G\Desktop\GAN AND VAE\DeepFakeLab\data\rvf10k\real\train_01568.jpg,real\train_01568.jpg,train_01568.jpg,real,.jpg,25308,256,256,3,True,True,103.70394897460938,49.568660736083984
C:\Users\ADVAITH G\Desktop\GAN AND VAE\DeepFakeLab\data\rvf10k\real\train_01620.jpg,real\train_01620.jpg,train_01620.jpg,real,.jpg,28239,256,256,3,True,True,109.86563110351562,50.378116607666016
C:\Users\ADVAITH G\Desktop\GAN AND VAE\DeepFakeLab\data\rvf10k\real\train_01627.jpg,real\train_01627.jpg,train_01627.jpg,real,.jpg,26923,256,256,3,True,True,105.3481216430664,51.06939697265625
C:\Users\ADVAITH G\Desktop\GAN AND VAE\DeepFakeLab\data\rvf10k\real\train_01630.jpg,real\train_01630.jpg,train_01630.jpg,real,.jpg,28167,256,256,3,True,True,95.86204528808594,52.50130844116211
C:\Users\ADVAITH G\Desktop\GAN AND VAE\DeepFakeLab\data\rvf10k\real\train_01634.jpg,real\train_01634.jpg,train_01634.jpg,real,.jpg,34571,256,256,3,True,True,92.60081481933594,55.823333740234375
C:\Users\ADVAITH G\Desktop\GAN AND VAE\DeepFakeLab\data\rvf10k\real\train_01637.jpg,real\train_01637.jpg,train_01637.jpg,real,.jpg,31445,256,256,3,True,True,71.88372039794922,62.59123229980469
C:\Users\ADVAITH G\Desktop\GAN AND VAE\DeepFakeLab\data\rvf10k\real\train_01673.jpg,real\train_01673.jpg,train_01673.jpg,real,.jpg,33305,256,256,3,True,True,107.77578735351562,41.21350860595703
C:\Users\ADVAITH G\Desktop\GAN AND VAE\DeepFakeLab\data\rvf10k\real\train_01686.jpg,real\train_01686.jpg,train_01686.jpg,real,.jpg,33036,256,256,3,True,True,116.17579650878906,62.761714935302734
C:\Users\ADVAITH G\Desktop\GAN AND VAE\DeepFakeLab\data\rvf10k\real\train_01694.jpg,real\train_01694.jpg,train_01694.jpg,real,.jpg,28260,256,256,3,True,True,134.52879333496094,85.9236831665039
C:\Users\ADVAITH G\Desktop\GAN AND VAE\DeepFakeLab\data\rvf10k\real\train_01698.jpg,real\train_01698.jpg,train_01698.jpg,real,.jpg,23910,256,256,3,True,True,129.0612030029297,61.17076110839844
C:\Users\ADVAITH G\Desktop\GAN AND VAE\DeepFakeLab\data\rvf10k\real\train_01747.jpg,real\train_01747.jpg,train_01747.jpg,real,.jpg,30363,256,256,3,True,True,119.57854461669922,60.97999572753906
C:\Users\ADVAITH G\Desktop\GAN AND VAE\DeepFakeLab\data\rvf10k\real\train_01764.jpg,real\train_01764.jpg,train_01764.jpg,real,.jpg,33860,256,256,3,True,True,127.3043212890625,72.51242065429688
C:\Users\ADVAITH G\Desktop\GAN AND VAE\DeepFakeLab\data\rvf10k\real\train_01770.jpg,real\train_01770.jpg,train_01770.jpg,real,.jpg,29528,256,256,3,True,True,86.19335174560547,63.50898361206055
C:\Users\ADVAITH G\Desktop\GAN AND VAE\DeepFakeLab\data\rvf10k\real\train_01789.jpg,real\train_01789.jpg,train_01789.jpg,real,.jpg,32016,256,256,3,True,True,122.27417755126953,59.53594207763672
C:\Users\ADVAITH G\Desktop\GAN AND VAE\DeepFakeLab\data\rvf10k\real\train_01804.jpg,real\train_01804.jpg,train_01804.jpg,real,.jpg,33152,256,256,3,True,True,136.298583984375,67.642578125
C:\Users\ADVAITH G\Desktop\GAN AND VAE\DeepFakeLab\data\rvf10k\real\train_01869.jpg,real\train_01869.jpg,train_01869.jpg,real,.jpg,25137,256,256,3,True,True,104.41665649414062,85.5513916015625
C:\Users\ADVAITH G\Desktop\GAN AND VAE\DeepFakeLab\data\rvf10k\real\train_01873.jpg,real\train_01873.jpg,train_01873.jpg,real,.jpg,30798,256,256,3,True,True,140.39451599121094,60.48225402832031
C:\Users\ADVAITH G\Desktop\GAN AND VAE\DeepFakeLab\data\rvf10k\real\train_01880.jpg,real\train_01880.jpg,train_01880.jpg,real,.jpg,22577,256,256,3,True,True,139.5323486328125,43.19829559326172
C:\Users\ADVAITH G\Desktop\GAN AND VAE\DeepFakeLab\data\rvf10k\real\train_01881.jpg,real\train_01881.jpg,train_01881.jpg,real,.jpg,29527,256,256,3,True,True,110.54612731933594,52.969078063964844
C:\Users\ADVAITH G\Desktop\GAN AND VAE\DeepFakeLab\data\rvf10k\real\train_01895.jpg,real\train_01895.jpg,train_01895.jpg,real,.jpg,26616,256,256,3,True,True,147.2658233642578,50.64860534667969
C:\Users\ADVAITH G\Desktop\GAN AND VAE\DeepFakeLab\data\rvf10k\real\train_01909.jpg,real\train_01909.jpg,train_01909.jpg,real,.jpg,29218,256,256,3,True,True,104.35942840576172,65.67206573486328
C:\Users\ADVAITH G\Desktop\GAN AND VAE\DeepFakeLab\data\rvf10k\real\train_01913.jpg,real\train_01913.jpg,train_01913.jpg,real,.jpg,18592,256,256,3,True,True,182.879150390625,70.25108337402344
C:\Users\ADVAITH G\Desktop\GAN AND VAE\DeepFakeLab\data\rvf10k\real\train_01935.jpg,real\train_01935.jpg,train_01935.jpg,real,.jpg,33188,256,256,3,True,True,122.15985107421875,69.51473999023438
C:\Users\ADVAITH G\Desktop\GAN AND VAE\DeepFakeLab\data\rvf10k\real\train_01938.jpg,real\train_01938.jpg,train_01938.jpg,real,.jpg,24040,256,256,3,True,True,161.24261474609375,51.9297981262207
C:\Users\ADVAITH G\Desktop\GAN AND VAE\DeepFakeLab\data\rvf10k\real\train_01963.jpg,real\train_01963.jpg,train_01963.jpg,real,.jpg,31012,256,256,3,True,True,123.32209777832031,51.009769439697266
C:\Users\ADVAITH G\Desktop\GAN AND VAE\DeepFakeLab\data\rvf10k\real\train_01980.jpg,real\train_01980.jpg,train_01980.jpg,real,.jpg,29318,256,256,3,True,True,125.13137817382812,52.403160095214844
C:\Users\ADVAITH G\Desktop\GAN AND VAE\DeepFakeLab\data\rvf10k\real\train_01993.jpg,real\train_01993.jpg,train_01993.jpg,real,.jpg,22963,256,256,3,True,True,98.67828369140625,48.56450271606445
C:\Users\ADVAITH G\Desktop\GAN AND VAE\DeepFakeLab\data\rvf10k\real\train_02029.jpg,real\train_02029.jpg,train_02029.jpg,real,.jpg,26541,256,256,3,True,True,115.82691955566406,77.44175720214844
C:\Users\ADVAITH G\Desktop\GAN AND VAE\DeepFakeLab\data\rvf10k\real\train_02059.jpg,real\train_02059.jpg,train_02059.jpg,real,.jpg,26903,256,256,3,True,True,100.45805358886719,62.133827209472656
C:\Users\ADVAITH G\Desktop\GAN AND VAE\DeepFakeLab\data\rvf10k\real\train_02068.jpg,real\train_02068.jpg,train_02068.jpg,real,.jpg,32646,256,256,3,True,True,107.24683380126953,54.76344680786133
C:\Users\ADVAITH G\Desktop\GAN AND VAE\DeepFakeLab\data\rvf10k\real\train_02077.jpg,real\train_02077.jpg,train_02077.jpg,real,.jpg,35456,256,256,3,True,True,112.59307861328125,51.729427337646484
C:\Users\ADVAITH G\Desktop\GAN AND VAE\DeepFakeLab\data\rvf10k\real\train_02089.jpg,real\train_02089.jpg,train_02089.jpg,real,.jpg,26093,256,256,3,True,True,151.49241638183594,49.14398956298828
C:\Users\ADVAITH G\Desktop\GAN AND VAE\DeepFakeLab\data\rvf10k\real\train_02110.jpg,real\train_02110.jpg,train_02110.jpg,real,.jpg,22615,256,256,3,True,True,63.97608184814453,63.00836181640625
C:\Users\ADVAITH G\Desktop\GAN AND VAE\DeepFakeLab\data\rvf10k\real\train_02122.jpg,real\train_02122.jpg,train_02122.jpg,real,.jpg,26836,256,256,3,True,True,61.01690673828125,63.627845764160156
C:\Users\ADVAITH G\Desktop\GAN AND VAE\DeepFakeLab\data\rvf10k\real\train_02137.jpg,real\train_02137.jpg,train_02137.jpg,real,.jpg,27255,256,256,3,True,True,155.5194549560547,63.2753791809082
C:\Users\ADVAITH G\Desktop\GAN AND VAE\DeepFakeLab\data\rvf10k\real\train_02159.jpg,real\train_02159.jpg,train_02159.jpg,real,.jpg,32511,256,256,3,True,True,105.82386016845703,65.0987548828125
C:\Users\ADVAITH G\Desktop\GAN AND VAE\DeepFakeLab\data\rvf10k\real\train_02197.jpg,real\train_02197.jpg,train_02197.jpg,real,.jpg,23045,256,256,3,True,True,130.45333862304688,47.44940948486328
C:\Users\ADVAITH G\Desktop\GAN AND VAE\DeepFakeLab\data\rvf10k\real\train_02211.jpg,real\train_02211.jpg,train_02211.jpg,real,.jpg,32331,256,256,3,True,True,138.77005004882812,64.25373077392578
C:\Users\ADVAITH G\Desktop\GAN AND VAE\DeepFakeLab\data\rvf10k\real\train_02225.jpg,real\train_02225.jpg,train_02225.jpg,real,.jpg,29452,256,256,3,True,True,134.75714111328125,72.09598541259766
C:\Users\ADVAITH G\Desktop\GAN AND VAE\DeepFakeLab\data\rvf10k\real\train_02254.jpg,real\train_02254.jpg,train_02254.jpg,real,.jpg,31242,256,256,3,True,True,131.8861083984375,68.66891479492188
C:\Users\ADVAITH G\Desktop\GAN AND VAE\DeepFakeLab\data\rvf10k\real\train_02268.jpg,real\train_02268.jpg,train_02268.jpg,real,.jpg,35259,256,256,3,True,True,80.0789794921875,50.46653747558594
C:\Users\ADVAITH G\Desktop\GAN AND VAE\DeepFakeLab\data\rvf10k\real\train_02298.jpg,real\train_02298.jpg,train_02298.jpg,real,.jpg,27991,256,256,3,True,True,126.57012939453125,70.39251708984375
C:\Users\ADVAITH G\Desktop\GAN AND VAE\DeepFakeLab\data\rvf10k\real\train_02299.jpg,real\train_02299.jpg,train_02299.jpg,real,.jpg,37002,256,256,3,True,True,128.44195556640625,64.78083801269531
C:\Users\ADVAITH G\Desktop\GAN AND VAE\DeepFakeLab\data\rvf10k\real\train_02304.jpg,real\train_02304.jpg,train_02304.jpg,real,.jpg,33880,256,256,3,True,True,132.3933563232422,61.92329406738281
C:\Users\ADVAITH G\Desktop\GAN AND VAE\DeepFakeLab\data\rvf10k\real\train_02313.jpg,real\train_02313.jpg,train_02313.jpg,real,.jpg,23265,256,256,3,True,True,192.2827911376953,58.426239013671875
C:\Users\ADVAITH G\Desktop\GAN AND VAE\DeepFakeLab\data\rvf10k\real\train_02356.jpg,real\train_02356.jpg,train_02356.jpg,real,.jpg,32835,256,256,3,True,True,105.36994934082031,67.34930419921875
C:\Users\ADVAITH G\Desktop\GAN AND VAE\DeepFakeLab\data\rvf10k\real\train_02357.jpg,real\train_02357.jpg,train_02357.jpg,real,.jpg,25525,256,256,3,True,True,113.384765625,52.14972686767578
C:\Users\ADVAITH G\Desktop\GAN AND VAE\DeepFakeLab\data\rvf10k\real\train_02366.jpg,real\train_02366.jpg,train_02366.jpg,real,.jpg,25293,256,256,3,True,True,70.93576049804688,53.10750961303711
C:\Users\ADVAITH G\Desktop\GAN AND VAE\DeepFakeLab\data\rvf10k\real\train_02374.jpg,real\train_02374.jpg,train_02374.jpg,real,.jpg,29661,256,256,3,True,True,78.06575775146484,49.74628829956055
